Country,Product,Year,Month,Quantity,lag_1,lag_2,lag_3,rolling_mean_6,rolling_std_6
Australia,BreatheEasy Inhalant,2021,8,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2021,9,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2021,10,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2021,11,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2021,12,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2022,1,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2022,2,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2022,3,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2022,4,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2022,5,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2022,6,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2022,7,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2022,8,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2022,9,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2022,10,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2022,11,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2022,12,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2023,1,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2023,2,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2023,3,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2023,4,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2023,5,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2023,6,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2023,7,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2023,8,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2023,9,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2023,10,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2023,11,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BreatheEasy Inhalant,2023,12,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2021,1,0.0,,,,,
Australia,BrightBreeze Baby Sunscreen Stick,2021,2,0.0,0.0,,,0.0,
Australia,BrightBreeze Baby Sunscreen Stick,2021,3,0.0,0.0,0.0,,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2021,4,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2021,5,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2021,6,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2021,7,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2021,8,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2021,9,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2021,10,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2021,11,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2021,12,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2022,1,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2022,2,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2022,3,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2022,4,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2022,5,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2022,6,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2022,7,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2022,8,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2022,9,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2022,10,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2022,11,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2022,12,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2023,1,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2023,2,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2023,3,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2023,4,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2023,5,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2023,6,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2023,7,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2023,8,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2023,9,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2023,10,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2023,11,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Baby Sunscreen Stick,2023,12,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Insect Repellent,2021,1,894.0,,,,,
Australia,BrightBreeze Insect Repellent,2021,2,896.0,894.0,,,894.0,
Australia,BrightBreeze Insect Repellent,2021,3,840.0,896.0,894.0,,895.0,1.4142135623730951
Australia,BrightBreeze Insect Repellent,2021,4,836.0,840.0,896.0,894.0,876.6666666666666,31.770006819850266
Australia,BrightBreeze Insect Repellent,2021,5,939.0,836.0,840.0,896.0,866.5,32.95957119462164
Australia,BrightBreeze Insect Repellent,2021,6,831.0,939.0,836.0,840.0,881.0,43.19722213291034
Australia,BrightBreeze Insect Repellent,2021,7,885.0,831.0,939.0,836.0,872.6666666666666,43.697444623989924
Australia,BrightBreeze Insect Repellent,2021,8,829.0,885.0,831.0,939.0,871.1666666666666,42.96704163270571
Australia,BrightBreeze Insect Repellent,2021,9,888.0,829.0,885.0,831.0,860.0,43.91810560577491
Australia,BrightBreeze Insect Repellent,2021,10,854.0,888.0,829.0,885.0,868.0,43.91810560577491
Australia,BrightBreeze Insect Repellent,2021,11,826.0,854.0,888.0,829.0,871.0,41.86167698504203
Australia,BrightBreeze Insect Repellent,2021,12,871.0,826.0,854.0,888.0,852.1666666666666,28.407158722171843
Australia,BrightBreeze Insect Repellent,2022,1,835.0,871.0,826.0,854.0,858.8333333333334,27.110268657220356
Australia,BrightBreeze Insect Repellent,2022,2,826.0,835.0,871.0,826.0,850.5,25.065913109240526
Australia,BrightBreeze Insect Repellent,2022,3,902.0,826.0,835.0,871.0,850.0,25.604687070925042
Australia,BrightBreeze Insect Repellent,2022,4,932.0,902.0,826.0,835.0,852.3333333333334,30.017772513407166
Australia,BrightBreeze Insect Repellent,2022,5,850.0,932.0,902.0,826.0,865.3333333333334,44.35162529904248
Australia,BrightBreeze Insect Repellent,2022,6,870.0,850.0,932.0,902.0,869.3333333333334,41.05443540796373
Australia,BrightBreeze Insect Repellent,2022,7,949.0,870.0,850.0,932.0,869.1666666666666,41.04834548025859
Australia,BrightBreeze Insect Repellent,2022,8,843.0,949.0,870.0,850.0,888.1666666666666,47.88493151991212
Australia,BrightBreeze Insect Repellent,2022,9,936.0,843.0,949.0,870.0,891.0,43.799543376615325
Australia,BrightBreeze Insect Repellent,2022,10,815.0,936.0,843.0,949.0,896.6666666666666,47.546468498371965
Australia,BrightBreeze Insect Repellent,2022,11,855.0,815.0,936.0,843.0,877.1666666666666,53.74538739898211
Australia,BrightBreeze Insect Repellent,2022,12,872.0,855.0,815.0,936.0,878.0,53.27663653047177
Australia,BrightBreeze Insect Repellent,2023,1,880.0,872.0,855.0,815.0,878.3333333333334,53.22280213091627
Australia,BrightBreeze Insect Repellent,2023,2,905.0,880.0,872.0,855.0,866.8333333333334,40.936129111906226
Australia,BrightBreeze Insect Repellent,2023,3,919.0,905.0,880.0,872.0,877.1666666666666,41.53753322799349
Australia,BrightBreeze Insect Repellent,2023,4,934.0,919.0,905.0,880.0,874.3333333333334,37.06031120574492
Australia,BrightBreeze Insect Repellent,2023,5,962.0,934.0,919.0,905.0,894.1666666666666,30.15570703310864
Australia,BrightBreeze Insect Repellent,2023,6,977.0,962.0,934.0,919.0,912.0,33.7816518246226
Australia,BrightBreeze Insect Repellent,2023,7,994.0,977.0,962.0,934.0,929.5,36.03748048906919
Australia,BrightBreeze Insect Repellent,2023,8,1015.0,994.0,977.0,962.0,948.5,34.74910070778893
Australia,BrightBreeze Insect Repellent,2023,9,1033.0,1015.0,994.0,977.0,966.8333333333334,36.1962244808314
Australia,BrightBreeze Insect Repellent,2023,10,1053.0,1033.0,1015.0,994.0,985.8333333333334,35.985645286235346
Australia,BrightBreeze Insect Repellent,2023,11,1075.0,1053.0,1033.0,1015.0,1005.6666666666666,34.46544162877894
Australia,BrightBreeze Insect Repellent,2023,12,1094.0,1075.0,1053.0,1033.0,1024.5,36.63741257239818
Australia,BrightBreeze Period Pain Relief,2021,1,2095.0,,,,,
Australia,BrightBreeze Period Pain Relief,2021,2,1897.0,2095.0,,,2095.0,
Australia,BrightBreeze Period Pain Relief,2021,3,1872.0,1897.0,2095.0,,1996.0,140.0071426749364
Australia,BrightBreeze Period Pain Relief,2021,4,1954.0,1872.0,1897.0,2095.0,1954.6666666666667,122.1733740768967
Australia,BrightBreeze Period Pain Relief,2021,5,2048.0,1954.0,1872.0,1897.0,1954.5,99.75469913743413
Australia,BrightBreeze Period Pain Relief,2021,6,1786.0,2048.0,1954.0,1872.0,1973.2,95.97760155369585
Australia,BrightBreeze Period Pain Relief,2021,7,2012.0,1786.0,2048.0,1954.0,1942.0,114.93476410555687
Australia,BrightBreeze Period Pain Relief,2021,8,1932.0,2012.0,1786.0,2048.0,1928.1666666666667,96.32531685214781
Australia,BrightBreeze Period Pain Relief,2021,9,2018.0,1932.0,2012.0,1786.0,1934.0,95.1125648902394
Australia,BrightBreeze Period Pain Relief,2021,10,1719.0,2018.0,1932.0,2012.0,1958.3333333333333,94.75371584622243
Australia,BrightBreeze Period Pain Relief,2021,11,2002.0,1719.0,2018.0,1932.0,1919.1666666666667,136.3442945878803
Australia,BrightBreeze Period Pain Relief,2021,12,1948.0,2002.0,1719.0,2018.0,1911.5,128.73189193047708
Australia,BrightBreeze Period Pain Relief,2022,1,1875.0,1948.0,2002.0,1719.0,1938.5,113.19673140157367
Australia,BrightBreeze Period Pain Relief,2022,2,1939.0,1875.0,1948.0,2002.0,1915.6666666666667,109.15066040417113
Australia,BrightBreeze Period Pain Relief,2022,3,1766.0,1939.0,1875.0,1948.0,1916.8333333333333,109.397288205269
Australia,BrightBreeze Period Pain Relief,2022,4,1867.0,1766.0,1939.0,1875.0,1874.8333333333333,111.14929899314122
Australia,BrightBreeze Period Pain Relief,2022,5,2000.0,1867.0,1766.0,1939.0,1899.5,82.33771918143
Australia,BrightBreeze Period Pain Relief,2022,6,1845.0,2000.0,1867.0,1766.0,1899.1666666666667,81.8423280867956
Australia,BrightBreeze Period Pain Relief,2022,7,1892.0,1845.0,2000.0,1867.0,1882.0,80.33928055440897
Australia,BrightBreeze Period Pain Relief,2022,8,1850.0,1892.0,1845.0,2000.0,1884.8333333333333,80.34280718687081
Australia,BrightBreeze Period Pain Relief,2022,9,1914.0,1850.0,1892.0,1845.0,1870.0,76.46437078796923
Australia,BrightBreeze Period Pain Relief,2022,10,2089.0,1914.0,1850.0,1892.0,1894.6666666666667,57.79850055725233
Australia,BrightBreeze Period Pain Relief,2022,11,1867.0,2089.0,1914.0,1850.0,1931.6666666666667,95.38273778135483
Australia,BrightBreeze Period Pain Relief,2022,12,1861.0,1867.0,2089.0,1914.0,1909.5,91.70986860747337
Australia,BrightBreeze Period Pain Relief,2023,1,1926.0,1861.0,1867.0,2089.0,1912.1666666666667,89.66920690329928
Australia,BrightBreeze Period Pain Relief,2023,2,1894.0,1926.0,1861.0,1867.0,1917.8333333333333,89.21304090023328
Australia,BrightBreeze Period Pain Relief,2023,3,1911.0,1894.0,1926.0,1861.0,1925.1666666666667,84.18887495783926
Australia,BrightBreeze Period Pain Relief,2023,4,1921.0,1911.0,1894.0,1926.0,1924.6666666666667,84.27732000168665
Australia,BrightBreeze Period Pain Relief,2023,5,1995.0,1921.0,1911.0,1894.0,1896.6666666666667,27.630900576468743
Australia,BrightBreeze Period Pain Relief,2023,6,2000.0,1995.0,1921.0,1911.0,1918.0,44.443222205416546
Australia,BrightBreeze Period Pain Relief,2023,7,2026.0,2000.0,1995.0,1921.0,1941.1666666666667,45.01296109640749
Australia,BrightBreeze Period Pain Relief,2023,8,2039.0,2026.0,2000.0,1995.0,1957.8333333333333,55.553277731081636
Australia,BrightBreeze Period Pain Relief,2023,9,2060.0,2039.0,2026.0,2000.0,1982.0,53.74011537017778
Australia,BrightBreeze Period Pain Relief,2023,10,2089.0,2060.0,2039.0,2026.0,2006.8333333333333,48.54448132040017
Australia,BrightBreeze Period Pain Relief,2023,11,2132.0,2089.0,2060.0,2039.0,2034.8333333333333,35.952283191289396
Australia,BrightBreeze Period Pain Relief,2023,12,2143.0,2132.0,2089.0,2060.0,2057.6666666666665,47.306095449388536
Australia,BrightBreeze Pet Odor Eliminator,2021,1,0.0,,,,,
Australia,BrightBreeze Pet Odor Eliminator,2021,2,0.0,0.0,,,0.0,
Australia,BrightBreeze Pet Odor Eliminator,2021,3,0.0,0.0,0.0,,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2021,4,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2021,5,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2021,6,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2021,7,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2021,8,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2021,9,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2021,10,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2021,11,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2021,12,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2022,1,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2022,2,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2022,3,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2022,4,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2022,5,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2022,6,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2022,7,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2022,8,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2022,9,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2022,10,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2022,11,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2022,12,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2023,1,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2023,2,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2023,3,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2023,4,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2023,5,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2023,6,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2023,7,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2023,8,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2023,9,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2023,10,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2023,11,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Pet Odor Eliminator,2023,12,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Whitening Booster,2021,1,1216.0,,,,,
Australia,BrightBreeze Whitening Booster,2021,2,1446.0,1216.0,,,1216.0,
Australia,BrightBreeze Whitening Booster,2021,3,1224.0,1446.0,1216.0,,1331.0,162.63455967290594
Australia,BrightBreeze Whitening Booster,2021,4,1251.0,1224.0,1446.0,1216.0,1295.3333333333333,130.54245797185422
Australia,BrightBreeze Whitening Booster,2021,5,1276.0,1251.0,1224.0,1446.0,1284.25,108.86803938714058
Australia,BrightBreeze Whitening Booster,2021,6,1217.0,1276.0,1251.0,1224.0,1282.6,94.35465012388099
Australia,BrightBreeze Whitening Booster,2021,7,1258.0,1217.0,1276.0,1251.0,1271.6666666666667,88.54076274048388
Australia,BrightBreeze Whitening Booster,2021,8,1169.0,1258.0,1217.0,1276.0,1278.6666666666667,84.84259936297723
Australia,BrightBreeze Whitening Booster,2021,9,1219.0,1169.0,1258.0,1217.0,1232.5,38.02499178172138
Australia,BrightBreeze Whitening Booster,2021,10,1249.0,1219.0,1169.0,1258.0,1231.6666666666667,38.30230628391253
Australia,BrightBreeze Whitening Booster,2021,11,1241.0,1249.0,1219.0,1169.0,1231.3333333333333,38.108616698414096
Australia,BrightBreeze Whitening Booster,2021,12,1270.0,1241.0,1249.0,1219.0,1225.5,32.11074586489661
Australia,BrightBreeze Whitening Booster,2022,1,1270.0,1270.0,1241.0,1249.0,1234.3333333333333,36.31895740060064
Australia,BrightBreeze Whitening Booster,2022,2,1237.0,1270.0,1270.0,1241.0,1236.3333333333333,38.16630276391262
Australia,BrightBreeze Whitening Booster,2022,3,1280.0,1237.0,1270.0,1270.0,1247.6666666666667,19.89639833403638
Australia,BrightBreeze Whitening Booster,2022,4,1259.0,1280.0,1237.0,1270.0,1257.8333333333333,17.792320440758942
Australia,BrightBreeze Whitening Booster,2022,5,1253.0,1259.0,1280.0,1237.0,1259.5,17.259779836370516
Australia,BrightBreeze Whitening Booster,2022,6,1175.0,1253.0,1259.0,1280.0,1261.5,15.26761277999878
Australia,BrightBreeze Whitening Booster,2022,7,1281.0,1175.0,1253.0,1259.0,1245.6666666666667,37.60673698510209
Australia,BrightBreeze Whitening Booster,2022,8,1194.0,1281.0,1175.0,1253.0,1247.5,39.261940858800905
Australia,BrightBreeze Whitening Booster,2022,9,1110.0,1194.0,1281.0,1175.0,1240.3333333333333,45.05848051883953
Australia,BrightBreeze Whitening Booster,2022,10,1305.0,1110.0,1194.0,1281.0,1212.0,64.41738895670917
Australia,BrightBreeze Whitening Booster,2022,11,1249.0,1305.0,1110.0,1194.0,1219.6666666666667,73.26026662978116
Australia,BrightBreeze Whitening Booster,2022,12,1221.0,1249.0,1305.0,1110.0,1219.0,72.9136475565443
Australia,BrightBreeze Whitening Booster,2023,1,1228.0,1221.0,1249.0,1305.0,1226.6666666666667,69.70987495804759
Australia,BrightBreeze Whitening Booster,2023,2,1216.0,1228.0,1221.0,1249.0,1217.8333333333333,64.62017228905094
Australia,BrightBreeze Whitening Booster,2023,3,1211.0,1216.0,1228.0,1221.0,1221.5,63.6136777745161
Australia,BrightBreeze Whitening Booster,2023,4,1252.0,1211.0,1216.0,1228.0,1238.3333333333333,35.24580353271348
Australia,BrightBreeze Whitening Booster,2023,5,1274.0,1252.0,1211.0,1216.0,1229.5,17.23658898970342
Australia,BrightBreeze Whitening Booster,2023,6,1279.0,1274.0,1252.0,1211.0,1233.6666666666667,24.418572166828994
Australia,BrightBreeze Whitening Booster,2023,7,1291.0,1279.0,1274.0,1252.0,1243.3333333333333,29.377996301086352
Australia,BrightBreeze Whitening Booster,2023,8,1298.0,1291.0,1279.0,1274.0,1253.8333333333333,33.736725784620106
Australia,BrightBreeze Whitening Booster,2023,9,1309.0,1298.0,1291.0,1279.0,1267.5,31.904545130748904
Australia,BrightBreeze Whitening Booster,2023,10,1334.0,1309.0,1298.0,1291.0,1283.8333333333333,20.093946020298493
Australia,BrightBreeze Whitening Booster,2023,11,1346.0,1334.0,1309.0,1298.0,1297.5,21.91574776273935
Australia,BrightBreeze Whitening Booster,2023,12,1355.0,1346.0,1334.0,1309.0,1309.5,25.83602136552819
Australia,BrightBreeze Window Cleaner,2021,1,0.0,,,,,
Australia,BrightBreeze Window Cleaner,2021,2,0.0,0.0,,,0.0,
Australia,BrightBreeze Window Cleaner,2021,3,0.0,0.0,0.0,,0.0,0.0
Australia,BrightBreeze Window Cleaner,2021,4,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Window Cleaner,2021,5,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Window Cleaner,2021,6,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Window Cleaner,2021,7,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Window Cleaner,2021,8,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Window Cleaner,2021,9,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Window Cleaner,2021,10,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Window Cleaner,2021,11,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Window Cleaner,2021,12,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Window Cleaner,2022,1,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Window Cleaner,2022,2,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Window Cleaner,2022,3,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Window Cleaner,2022,4,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Window Cleaner,2022,5,0.0,0.0,0.0,0.0,0.0,0.0
Australia,BrightBreeze Window Cleaner,2022,6,0.0,0.0,0.0,0.0,0.0,0.0
