Country,Product,Month,Quantity_x,Year,Month_Num_x,month_sin_x,month_cos_x,Quantity_y,Month_Num_y,month_sin_y,month_cos_y
Japan,BriteBite Toothbrush,Sep2023,920,2023,9,-1.0,-1.8369701987210297e-16,16,9,-1.0,-1.8369701987210297e-16
Japan,BriteBite Toothbrush,Oct2023,930,2023,10,-0.8660254037844386,0.5000000000000001,18,10,-0.8660254037844386,0.5000000000000001
Japan,BriteBite Toothbrush,Nov2023,821,2023,11,-0.5000000000000004,0.8660254037844384,16,11,-0.5000000000000004,0.8660254037844384
Japan,BriteBite Toothbrush,Dec2023,823,2023,12,-2.4492935982947064e-16,1.0,16,12,-2.4492935982947064e-16,1.0
Japan,LuminousLip Care,Jan2023,0,2023,1,0.49999999999999994,0.8660254037844387,0,1,0.49999999999999994,0.8660254037844387
Japan,LuminousLip Care,Feb2023,0,2023,2,0.8660254037844386,0.5000000000000001,0,2,0.8660254037844386,0.5000000000000001
Japan,LuminousLip Care,Mar2023,0,2023,3,1.0,6.123233995736766e-17,0,3,1.0,6.123233995736766e-17
Japan,LuminousLip Care,Apr2023,0,2023,4,0.8660254037844387,-0.4999999999999998,0,4,0.8660254037844387,-0.4999999999999998
Japan,LuminousLip Care,May2023,0,2023,5,0.49999999999999994,-0.8660254037844387,0,5,0.49999999999999994,-0.8660254037844387
Japan,LuminousLip Care,Jun2023,0,2023,6,1.2246467991473532e-16,-1.0,0,6,1.2246467991473532e-16,-1.0
Japan,LuminousLip Care,Jul2023,0,2023,7,-0.4999999999999997,-0.8660254037844388,0,7,-0.4999999999999997,-0.8660254037844388
Japan,LuminousLip Care,Aug2023,0,2023,8,-0.8660254037844384,-0.5000000000000004,0,8,-0.8660254037844384,-0.5000000000000004
Japan,LuminousLip Care,Sep2023,0,2023,9,-1.0,-1.8369701987210297e-16,0,9,-1.0,-1.8369701987210297e-16
Japan,LuminousLip Care,Oct2023,0,2023,10,-0.8660254037844386,0.5000000000000001,0,10,-0.8660254037844386,0.5000000000000001
Japan,LuminousLip Care,Nov2023,0,2023,11,-0.5000000000000004,0.8660254037844384,0,11,-0.5000000000000004,0.8660254037844384
Japan,LuminousLip Care,Dec2023,0,2023,12,-2.4492935982947064e-16,1.0,0,12,-2.4492935982947064e-16,1.0
Japan,CleanSlate Mouthwash,Jan2023,0,2023,1,0.49999999999999994,0.8660254037844387,0,1,0.49999999999999994,0.8660254037844387
Japan,CleanSlate Mouthwash,Feb2023,0,2023,2,0.8660254037844386,0.5000000000000001,0,2,0.8660254037844386,0.5000000000000001
Japan,CleanSlate Mouthwash,Mar2023,0,2023,3,1.0,6.123233995736766e-17,0,3,1.0,6.123233995736766e-17
Japan,CleanSlate Mouthwash,Apr2023,0,2023,4,0.8660254037844387,-0.4999999999999998,0,4,0.8660254037844387,-0.4999999999999998
Japan,CleanSlate Mouthwash,May2023,0,2023,5,0.49999999999999994,-0.8660254037844387,0,5,0.49999999999999994,-0.8660254037844387
Japan,CleanSlate Mouthwash,Jun2023,0,2023,6,1.2246467991473532e-16,-1.0,0,6,1.2246467991473532e-16,-1.0
Japan,CleanSlate Mouthwash,Jul2023,0,2023,7,-0.4999999999999997,-0.8660254037844388,0,7,-0.4999999999999997,-0.8660254037844388
Japan,CleanSlate Mouthwash,Aug2023,0,2023,8,-0.8660254037844384,-0.5000000000000004,0,8,-0.8660254037844384,-0.5000000000000004
Japan,CleanSlate Mouthwash,Sep2023,0,2023,9,-1.0,-1.8369701987210297e-16,0,9,-1.0,-1.8369701987210297e-16
Japan,CleanSlate Mouthwash,Oct2023,0,2023,10,-0.8660254037844386,0.5000000000000001,0,10,-0.8660254037844386,0.5000000000000001
Japan,CleanSlate Mouthwash,Nov2023,0,2023,11,-0.5000000000000004,0.8660254037844384,0,11,-0.5000000000000004,0.8660254037844384
Japan,CleanSlate Mouthwash,Dec2023,0,2023,12,-2.4492935982947064e-16,1.0,0,12,-2.4492935982947064e-16,1.0
Japan,OralEase Gel,Jan2023,1468,2023,1,0.49999999999999994,0.8660254037844387,315,1,0.49999999999999994,0.8660254037844387
Japan,OralEase Gel,Feb2023,1604,2023,2,0.8660254037844386,0.5000000000000001,45,2,0.8660254037844386,0.5000000000000001
Japan,OralEase Gel,Mar2023,1521,2023,3,1.0,6.123233995736766e-17,3,3,1.0,6.123233995736766e-17
Japan,OralEase Gel,Apr2023,1550,2023,4,0.8660254037844387,-0.4999999999999998,3,4,0.8660254037844387,-0.4999999999999998
Japan,OralEase Gel,May2023,1479,2023,5,0.49999999999999994,-0.8660254037844387,3,5,0.49999999999999994,-0.8660254037844387
Japan,OralEase Gel,Jun2023,1609,2023,6,1.2246467991473532e-16,-1.0,3,6,1.2246467991473532e-16,-1.0
Japan,OralEase Gel,Jul2023,1475,2023,7,-0.4999999999999997,-0.8660254037844388,2,7,-0.4999999999999997,-0.8660254037844388
Japan,OralEase Gel,Aug2023,1499,2023,8,-0.8660254037844384,-0.5000000000000004,2,8,-0.8660254037844384,-0.5000000000000004
Japan,OralEase Gel,Sep2023,1625,2023,9,-1.0,-1.8369701987210297e-16,2,9,-1.0,-1.8369701987210297e-16
Japan,OralEase Gel,Oct2023,1549,2023,10,-0.8660254037844386,0.5000000000000001,2,10,-0.8660254037844386,0.5000000000000001
Japan,OralEase Gel,Nov2023,1669,2023,11,-0.5000000000000004,0.8660254037844384,2,11,-0.5000000000000004,0.8660254037844384
Japan,OralEase Gel,Dec2023,1597,2023,12,-2.4492935982947064e-16,1.0,2,12,-2.4492935982947064e-16,1.0
Japan,BreathBliss Mints,Jan2023,0,2023,1,0.49999999999999994,0.8660254037844387,0,1,0.49999999999999994,0.8660254037844387
Japan,BreathBliss Mints,Feb2023,0,2023,2,0.8660254037844386,0.5000000000000001,0,2,0.8660254037844386,0.5000000000000001
Japan,BreathBliss Mints,Mar2023,0,2023,3,1.0,6.123233995736766e-17,0,3,1.0,6.123233995736766e-17
Japan,BreathBliss Mints,Apr2023,0,2023,4,0.8660254037844387,-0.4999999999999998,0,4,0.8660254037844387,-0.4999999999999998
Japan,BreathBliss Mints,May2023,0,2023,5,0.49999999999999994,-0.8660254037844387,0,5,0.49999999999999994,-0.8660254037844387
Japan,BreathBliss Mints,Jun2023,0,2023,6,1.2246467991473532e-16,-1.0,0,6,1.2246467991473532e-16,-1.0
Japan,BreathBliss Mints,Jul2023,0,2023,7,-0.4999999999999997,-0.8660254037844388,0,7,-0.4999999999999997,-0.8660254037844388
Japan,BreathBliss Mints,Aug2023,0,2023,8,-0.8660254037844384,-0.5000000000000004,0,8,-0.8660254037844384,-0.5000000000000004
Japan,BreathBliss Mints,Sep2023,0,2023,9,-1.0,-1.8369701987210297e-16,0,9,-1.0,-1.8369701987210297e-16
Japan,BreathBliss Mints,Oct2023,0,2023,10,-0.8660254037844386,0.5000000000000001,0,10,-0.8660254037844386,0.5000000000000001
Japan,BreathBliss Mints,Nov2023,0,2023,11,-0.5000000000000004,0.8660254037844384,0,11,-0.5000000000000004,0.8660254037844384
Japan,BreathBliss Mints,Dec2023,0,2023,12,-2.4492935982947064e-16,1.0,0,12,-2.4492935982947064e-16,1.0
Japan,DentalDefense Toothpaste,Jan2023,684,2023,1,0.49999999999999994,0.8660254037844387,315,1,0.49999999999999994,0.8660254037844387
Japan,DentalDefense Toothpaste,Feb2023,640,2023,2,0.8660254037844386,0.5000000000000001,46,2,0.8660254037844386,0.5000000000000001
Japan,DentalDefense Toothpaste,Mar2023,662,2023,3,1.0,6.123233995736766e-17,5,3,1.0,6.123233995736766e-17
Japan,DentalDefense Toothpaste,Apr2023,673,2023,4,0.8660254037844387,-0.4999999999999998,5,4,0.8660254037844387,-0.4999999999999998
Japan,DentalDefense Toothpaste,May2023,609,2023,5,0.49999999999999994,-0.8660254037844387,5,5,0.49999999999999994,-0.8660254037844387
Japan,DentalDefense Toothpaste,Jun2023,628,2023,6,1.2246467991473532e-16,-1.0,6,6,1.2246467991473532e-16,-1.0
Japan,DentalDefense Toothpaste,Jul2023,672,2023,7,-0.4999999999999997,-0.8660254037844388,4,7,-0.4999999999999997,-0.8660254037844388
Japan,DentalDefense Toothpaste,Aug2023,716,2023,8,-0.8660254037844384,-0.5000000000000004,4,8,-0.8660254037844384,-0.5000000000000004
Japan,DentalDefense Toothpaste,Sep2023,669,2023,9,-1.0,-1.8369701987210297e-16,4,9,-1.0,-1.8369701987210297e-16
Japan,DentalDefense Toothpaste,Oct2023,617,2023,10,-0.8660254037844386,0.5000000000000001,4,10,-0.8660254037844386,0.5000000000000001
Japan,DentalDefense Toothpaste,Nov2023,647,2023,11,-0.5000000000000004,0.8660254037844384,4,11,-0.5000000000000004,0.8660254037844384
Japan,DentalDefense Toothpaste,Dec2023,631,2023,12,-2.4492935982947064e-16,1.0,4,12,-2.4492935982947064e-16,1.0
Japan,SparklingSmile Water Flosser,Jan2023,0,2023,1,0.49999999999999994,0.8660254037844387,0,1,0.49999999999999994,0.8660254037844387
Japan,SparklingSmile Water Flosser,Feb2023,0,2023,2,0.8660254037844386,0.5000000000000001,0,2,0.8660254037844386,0.5000000000000001
Japan,SparklingSmile Water Flosser,Mar2023,0,2023,3,1.0,6.123233995736766e-17,0,3,1.0,6.123233995736766e-17
Japan,SparklingSmile Water Flosser,Apr2023,0,2023,4,0.8660254037844387,-0.4999999999999998,0,4,0.8660254037844387,-0.4999999999999998
Japan,SparklingSmile Water Flosser,May2023,0,2023,5,0.49999999999999994,-0.8660254037844387,0,5,0.49999999999999994,-0.8660254037844387
Japan,SparklingSmile Water Flosser,Jun2023,0,2023,6,1.2246467991473532e-16,-1.0,0,6,1.2246467991473532e-16,-1.0
Japan,SparklingSmile Water Flosser,Jul2023,0,2023,7,-0.4999999999999997,-0.8660254037844388,0,7,-0.4999999999999997,-0.8660254037844388
Japan,SparklingSmile Water Flosser,Aug2023,0,2023,8,-0.8660254037844384,-0.5000000000000004,0,8,-0.8660254037844384,-0.5000000000000004
Japan,SparklingSmile Water Flosser,Sep2023,0,2023,9,-1.0,-1.8369701987210297e-16,0,9,-1.0,-1.8369701987210297e-16
Japan,SparklingSmile Water Flosser,Oct2023,0,2023,10,-0.8660254037844386,0.5000000000000001,0,10,-0.8660254037844386,0.5000000000000001
Japan,SparklingSmile Water Flosser,Nov2023,0,2023,11,-0.5000000000000004,0.8660254037844384,0,11,-0.5000000000000004,0.8660254037844384
Japan,SparklingSmile Water Flosser,Dec2023,0,2023,12,-2.4492935982947064e-16,1.0,0,12,-2.4492935982947064e-16,1.0
Japan,FreshFusion Mouth Rinse,Jan2023,0,2023,1,0.49999999999999994,0.8660254037844387,0,1,0.49999999999999994,0.8660254037844387
Japan,FreshFusion Mouth Rinse,Feb2023,0,2023,2,0.8660254037844386,0.5000000000000001,0,2,0.8660254037844386,0.5000000000000001
Japan,FreshFusion Mouth Rinse,Mar2023,0,2023,3,1.0,6.123233995736766e-17,0,3,1.0,6.123233995736766e-17
Japan,FreshFusion Mouth Rinse,Apr2023,0,2023,4,0.8660254037844387,-0.4999999999999998,0,4,0.8660254037844387,-0.4999999999999998
Japan,FreshFusion Mouth Rinse,May2023,0,2023,5,0.49999999999999994,-0.8660254037844387,0,5,0.49999999999999994,-0.8660254037844387
Japan,FreshFusion Mouth Rinse,Jun2023,0,2023,6,1.2246467991473532e-16,-1.0,0,6,1.2246467991473532e-16,-1.0
Japan,FreshFusion Mouth Rinse,Jul2023,0,2023,7,-0.4999999999999997,-0.8660254037844388,0,7,-0.4999999999999997,-0.8660254037844388
Japan,FreshFusion Mouth Rinse,Aug2023,0,2023,8,-0.8660254037844384,-0.5000000000000004,0,8,-0.8660254037844384,-0.5000000000000004
Japan,FreshFusion Mouth Rinse,Sep2023,0,2023,9,-1.0,-1.8369701987210297e-16,0,9,-1.0,-1.8369701987210297e-16
Japan,FreshFusion Mouth Rinse,Oct2023,0,2023,10,-0.8660254037844386,0.5000000000000001,0,10,-0.8660254037844386,0.5000000000000001
Japan,FreshFusion Mouth Rinse,Nov2023,0,2023,11,-0.5000000000000004,0.8660254037844384,0,11,-0.5000000000000004,0.8660254037844384
Japan,FreshFusion Mouth Rinse,Dec2023,0,2023,12,-2.4492935982947064e-16,1.0,0,12,-2.4492935982947064e-16,1.0
Japan,SmileSavvy Tooth Whitening Kit,Jan2023,0,2023,1,0.49999999999999994,0.8660254037844387,0,1,0.49999999999999994,0.8660254037844387
Japan,SmileSavvy Tooth Whitening Kit,Feb2023,0,2023,2,0.8660254037844386,0.5000000000000001,0,2,0.8660254037844386,0.5000000000000001
Japan,SmileSavvy Tooth Whitening Kit,Mar2023,0,2023,3,1.0,6.123233995736766e-17,0,3,1.0,6.123233995736766e-17
Japan,SmileSavvy Tooth Whitening Kit,Apr2023,0,2023,4,0.8660254037844387,-0.4999999999999998,0,4,0.8660254037844387,-0.4999999999999998
Japan,SmileSavvy Tooth Whitening Kit,May2023,0,2023,5,0.49999999999999994,-0.8660254037844387,0,5,0.49999999999999994,-0.8660254037844387
Japan,SmileSavvy Tooth Whitening Kit,Jun2023,0,2023,6,1.2246467991473532e-16,-1.0,0,6,1.2246467991473532e-16,-1.0
Japan,SmileSavvy Tooth Whitening Kit,Jul2023,0,2023,7,-0.4999999999999997,-0.8660254037844388,0,7,-0.4999999999999997,-0.8660254037844388
Japan,SmileSavvy Tooth Whitening Kit,Aug2023,0,2023,8,-0.8660254037844384,-0.5000000000000004,0,8,-0.8660254037844384,-0.5000000000000004
Japan,SmileSavvy Tooth Whitening Kit,Sep2023,0,2023,9,-1.0,-1.8369701987210297e-16,0,9,-1.0,-1.8369701987210297e-16
Japan,SmileSavvy Tooth Whitening Kit,Oct2023,0,2023,10,-0.8660254037844386,0.5000000000000001,0,10,-0.8660254037844386,0.5000000000000001
Japan,SmileSavvy Tooth Whitening Kit,Nov2023,0,2023,11,-0.5000000000000004,0.8660254037844384,0,11,-0.5000000000000004,0.8660254037844384
Japan,SmileSavvy Tooth Whitening Kit,Dec2023,0,2023,12,-2.4492935982947064e-16,1.0,0,12,-2.4492935982947064e-16,1.0
Japan,DailyDazzle Toothpaste,Jan2023,0,2023,1,0.49999999999999994,0.8660254037844387,0,1,0.49999999999999994,0.8660254037844387
Japan,DailyDazzle Toothpaste,Feb2023,0,2023,2,0.8660254037844386,0.5000000000000001,0,2,0.8660254037844386,0.5000000000000001
Japan,DailyDazzle Toothpaste,Mar2023,0,2023,3,1.0,6.123233995736766e-17,0,3,1.0,6.123233995736766e-17
Japan,DailyDazzle Toothpaste,Apr2023,0,2023,4,0.8660254037844387,-0.4999999999999998,0,4,0.8660254037844387,-0.4999999999999998
Japan,DailyDazzle Toothpaste,May2023,0,2023,5,0.49999999999999994,-0.8660254037844387,0,5,0.49999999999999994,-0.8660254037844387
Japan,DailyDazzle Toothpaste,Jun2023,0,2023,6,1.2246467991473532e-16,-1.0,0,6,1.2246467991473532e-16,-1.0
Japan,DailyDazzle Toothpaste,Jul2023,0,2023,7,-0.4999999999999997,-0.8660254037844388,0,7,-0.4999999999999997,-0.8660254037844388
Japan,DailyDazzle Toothpaste,Aug2023,0,2023,8,-0.8660254037844384,-0.5000000000000004,0,8,-0.8660254037844384,-0.5000000000000004
Japan,DailyDazzle Toothpaste,Sep2023,0,2023,9,-1.0,-1.8369701987210297e-16,0,9,-1.0,-1.8369701987210297e-16
Japan,DailyDazzle Toothpaste,Oct2023,0,2023,10,-0.8660254037844386,0.5000000000000001,0,10,-0.8660254037844386,0.5000000000000001
Japan,DailyDazzle Toothpaste,Nov2023,0,2023,11,-0.5000000000000004,0.8660254037844384,0,11,-0.5000000000000004,0.8660254037844384
Japan,DailyDazzle Toothpaste,Dec2023,0,2023,12,-2.4492935982947064e-16,1.0,0,12,-2.4492935982947064e-16,1.0
Japan,MorningBreeze Gum Care,Jan2023,1540,2023,1,0.49999999999999994,0.8660254037844387,315,1,0.49999999999999994,0.8660254037844387
Japan,MorningBreeze Gum Care,Feb2023,1712,2023,2,0.8660254037844386,0.5000000000000001,47,2,0.8660254037844386,0.5000000000000001
Japan,MorningBreeze Gum Care,Mar2023,1395,2023,3,1.0,6.123233995736766e-17,3,3,1.0,6.123233995736766e-17
Japan,MorningBreeze Gum Care,Apr2023,1486,2023,4,0.8660254037844387,-0.4999999999999998,5,4,0.8660254037844387,-0.4999999999999998
Japan,MorningBreeze Gum Care,May2023,1437,2023,5,0.49999999999999994,-0.8660254037844387,3,5,0.49999999999999994,-0.8660254037844387
Japan,MorningBreeze Gum Care,Jun2023,1582,2023,6,1.2246467991473532e-16,-1.0,3,6,1.2246467991473532e-16,-1.0
Japan,MorningBreeze Gum Care,Jul2023,1510,2023,7,-0.4999999999999997,-0.8660254037844388,2,7,-0.4999999999999997,-0.8660254037844388
Japan,MorningBreeze Gum Care,Aug2023,1577,2023,8,-0.8660254037844384,-0.5000000000000004,2,8,-0.8660254037844384,-0.5000000000000004
Japan,MorningBreeze Gum Care,Sep2023,1478,2023,9,-1.0,-1.8369701987210297e-16,2,9,-1.0,-1.8369701987210297e-16
Japan,MorningBreeze Gum Care,Oct2023,1596,2023,10,-0.8660254037844386,0.5000000000000001,2,10,-0.8660254037844386,0.5000000000000001
Japan,MorningBreeze Gum Care,Nov2023,1458,2023,11,-0.5000000000000004,0.8660254037844384,2,11,-0.5000000000000004,0.8660254037844384
Japan,MorningBreeze Gum Care,Dec2023,1470,2023,12,-2.4492935982947064e-16,1.0,2,12,-2.4492935982947064e-16,1.0
Japan,OralEase Plus Toothbrush,Jan2023,562,2023,1,0.49999999999999994,0.8660254037844387,214,1,0.49999999999999994,0.8660254037844387
Japan,OralEase Plus Toothbrush,Feb2023,554,2023,2,0.8660254037844386,0.5000000000000001,57,2,0.8660254037844386,0.5000000000000001
Japan,OralEase Plus Toothbrush,Mar2023,509,2023,3,1.0,6.123233995736766e-17,24,3,1.0,6.123233995736766e-17
Japan,OralEase Plus Toothbrush,Apr2023,475,2023,4,0.8660254037844387,-0.4999999999999998,24,4,0.8660254037844387,-0.4999999999999998
Japan,OralEase Plus Toothbrush,May2023,489,2023,5,0.49999999999999994,-0.8660254037844387,26,5,0.49999999999999994,-0.8660254037844387
Japan,OralEase Plus Toothbrush,Jun2023,529,2023,6,1.2246467991473532e-16,-1.0,33,6,1.2246467991473532e-16,-1.0
Japan,OralEase Plus Toothbrush,Jul2023,489,2023,7,-0.4999999999999997,-0.8660254037844388,22,7,-0.4999999999999997,-0.8660254037844388
Japan,OralEase Plus Toothbrush,Aug2023,565,2023,8,-0.8660254037844384,-0.5000000000000004,22,8,-0.8660254037844384,-0.5000000000000004
Japan,OralEase Plus Toothbrush,Sep2023,524,2023,9,-1.0,-1.8369701987210297e-16,22,9,-1.0,-1.8369701987210297e-16
Japan,OralEase Plus Toothbrush,Oct2023,491,2023,10,-0.8660254037844386,0.5000000000000001,22,10,-0.8660254037844386,0.5000000000000001
Japan,OralEase Plus Toothbrush,Nov2023,493,2023,11,-0.5000000000000004,0.8660254037844384,22,11,-0.5000000000000004,0.8660254037844384
Japan,OralEase Plus Toothbrush,Dec2023,551,2023,12,-2.4492935982947064e-16,1.0,22,12,-2.4492935982947064e-16,1.0
Japan,BreatheEasy Inhalant,Jan2023,0,2023,1,0.49999999999999994,0.8660254037844387,0,1,0.49999999999999994,0.8660254037844387
Japan,BreatheEasy Inhalant,Feb2023,0,2023,2,0.8660254037844386,0.5000000000000001,0,2,0.8660254037844386,0.5000000000000001
Japan,BreatheEasy Inhalant,Mar2023,0,2023,3,1.0,6.123233995736766e-17,0,3,1.0,6.123233995736766e-17
Japan,BreatheEasy Inhalant,Apr2023,0,2023,4,0.8660254037844387,-0.4999999999999998,0,4,0.8660254037844387,-0.4999999999999998
Japan,BreatheEasy Inhalant,May2023,0,2023,5,0.49999999999999994,-0.8660254037844387,0,5,0.49999999999999994,-0.8660254037844387
Japan,BreatheEasy Inhalant,Jun2023,0,2023,6,1.2246467991473532e-16,-1.0,0,6,1.2246467991473532e-16,-1.0
Japan,BreatheEasy Inhalant,Jul2023,0,2023,7,-0.4999999999999997,-0.8660254037844388,0,7,-0.4999999999999997,-0.8660254037844388
Japan,BreatheEasy Inhalant,Aug2023,0,2023,8,-0.8660254037844384,-0.5000000000000004,0,8,-0.8660254037844384,-0.5000000000000004
Japan,BreatheEasy Inhalant,Sep2023,0,2023,9,-1.0,-1.8369701987210297e-16,0,9,-1.0,-1.8369701987210297e-16
Japan,BreatheEasy Inhalant,Oct2023,0,2023,10,-0.8660254037844386,0.5000000000000001,0,10,-0.8660254037844386,0.5000000000000001
Japan,BreatheEasy Inhalant,Nov2023,0,2023,11,-0.5000000000000004,0.8660254037844384,0,11,-0.5000000000000004,0.8660254037844384
Japan,BreatheEasy Inhalant,Dec2023,0,2023,12,-2.4492935982947064e-16,1.0,0,12,-2.4492935982947064e-16,1.0
Japan,SmilesSoPure Waterpik,Jan2023,639,2023,1,0.49999999999999994,0.8660254037844387,89,1,0.49999999999999994,0.8660254037844387
Japan,SmilesSoPure Waterpik,Feb2023,0,2023,2,0.8660254037844386,0.5000000000000001,4,2,0.8660254037844386,0.5000000000000001
Japan,SmilesSoPure Waterpik,Mar2023,0,2023,3,1.0,6.123233995736766e-17,0,3,1.0,6.123233995736766e-17
Japan,SmilesSoPure Waterpik,Apr2023,0,2023,4,0.8660254037844387,-0.4999999999999998,0,4,0.8660254037844387,-0.4999999999999998
Japan,SmilesSoPure Waterpik,May2023,0,2023,5,0.49999999999999994,-0.8660254037844387,0,5,0.49999999999999994,-0.8660254037844387
Japan,SmilesSoPure Waterpik,Jun2023,0,2023,6,1.2246467991473532e-16,-1.0,0,6,1.2246467991473532e-16,-1.0
